
국민은행3공단지점앞 (00299)	3972660.131	461702.4289	
국민은행시지지점건너 (01690)	3966048.837	473731.8709	
국우동현대아파트건너 (01572)	3978235.26	462122.5386	
국우동현대아파트앞 (01571)	3978242.955	462109.9722	
국채보상운동기념공원 (02190)	3969408.802	464229.2584	
군장리(옥성1리) (0)	3974481.135	431278.7549	
군장리(옥성1리) (0)	3974487.627	431299.6499	
굿모닝병원건너 (01003)	3967878.94	461518.4674	
굿모닝병원앞 (01026)	3967759.29	461529.1063	
궁전아파트건너 (00719)	3966703.256	458048.5913	
궁전아파트앞 (00722)	3966686.24	458042.8132	
귀남지휴게소1 (01696)	3958428.556	455958.3741	
귀남지휴게소2 (02708)	3958435.572	455944.768	
귀빈예식장앞 (02031)	3969746.809	466224.5477	
귀평리(본리1리) (0)	3966173.894	439026.7376	
귀평리(본리1리) (0)	3966176.773	439043.5565	
그랜드호텔건너 (02015)	3968173.262	466245.3577	
그랜드호텔앞 (02016)	3968173.514	466187.6429	
그린빌4단지 (01551)	3977004.127	460793.3016	
그린빌4단지건너 (01334)	3977149.766	461028.9996	
그린빌4단지앞 (01339)	3977123.067	460988.2085	
근로복지회관 (0)	3980463.569	447263.1181	
근린공원축구장건너 (03095)	3944145.328	447382.8969	
근린공원축구장앞 (05087)	3944168.565	447388.6453	
금강동 (02651)	3968353.532	476198.3802	
금계초등학교(교항리) (02607)	3960731.315	449776.6926	
금곡1리(경산방향) (0)	3957236.764	477030.9874	
금곡1리(신방방향) (0)	3957231.348	477021.8863	
금곡2리(경산방향) (0)	3957179.667	477325.9081	
금곡2리(신방방향) (0)	3957177.991	477291.0964	
금곡교(경산방향) (05664)	3957545.683	476531.472	
금곡교(청도방향) (05663)	3957522.347	476529.6094	
금구동(대구방향) (03010)	3967809.666	479016.6298	
금구동(자인방향) (0)	3967723.747	479028.8321	
금구동(종점) (03011)	3967761.816	478995.8905	
금구동(진량방향) (05669)	3967799.384	479037.8582	
금구복지회관 (0)	3967958.222	477982.7193	
금구복지회관 건너 (0)	3967954.799	477985.7515	
금남1리(장미요양원) (0)	3976340.518	446355.2325	
